
Entries	DB

9777	ChEBI
726649	ChEMBL
3344	EC
83	EFO
7234	Linnean
319	MeSH
421	OMIM
35804	PDB
477	PDBeChem
247104	UniProt

Accessions	DB

9777	ChEBI
308370	UniProt

Xrefs	DB

5062908	ChEBI
1789702	ChEMBL
261003	EC
193	EFO
249748	Linnean
559	MeSH
517	OMIM
38030	PDB
478	PDBeChem
7401270	UniProt
