
Entries	DB

5570	ChEBI
726293	ChEMBL
3691	EC
88	EFO
7345	Linnean
320	MeSH
427	OMIM
37492	PDB
261373	UniProt

Accessions	DB

312108	UniProt

Xrefs	DB

2993284	ChEBI
1789150	ChEMBL
262915	EC
205	EFO
248766	Linnean
566	MeSH
524	OMIM
39825	PDB
5335235	UniProt
