
Entries	DB

5201	ChEBI
726289	ChEMBL
3655	EC
88	EFO
7333	Linnean
320	MeSH
427	OMIM
36981	PDB
260759	UniProt

Accessions	DB

311459	UniProt

Xrefs	DB

2993390	ChEBI
1789107	ChEMBL
262599	EC
205	EFO
248487	Linnean
566	MeSH
524	OMIM
39296	PDB
5334174	UniProt
