
Entries	DB

5639	ChEBI
726293	ChEMBL
3697	EC
7354	Linnean
37898	PDB
261081	UniProt

Accessions	DB

312385	UniProt

Xrefs	DB

2998474	ChEBI
1789152	ChEMBL
263901	EC
248895	Linnean
40281	PDB
5340703	UniProt
