
Entries	DB

5671	ChEBI
726293	ChEMBL
3725	EC
163	EFO
7360	Linnean
326	MeSH
437	OMIM
38533	PDB
262054	UniProt

Accessions	DB

313444	UniProt

Xrefs	DB

3007559	ChEBI
1789188	ChEMBL
264476	EC
308	EFO
249188	Linnean
578	MeSH
534	OMIM
40967	PDB
5352798	UniProt
