
Entries	DB

5638	ChEBI
726293	ChEMBL
3713	EC
89	EFO
7356	Linnean
320	MeSH
427	OMIM
38163	PDB
261128	UniProt

Accessions	DB

312727	UniProt

Xrefs	DB

2998520	ChEBI
1789152	ChEMBL
264303	EC
206	EFO
249050	Linnean
566	MeSH
524	OMIM
40547	PDB
5342868	UniProt
